/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://www.w3.org/2003/01/geo/wgs84_pos#geometry
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://dbpedia.org/ontology/motto
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://www.w3.org/2002/07/owl#sameAs
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://xmlns.com/foaf/0.1/depiction
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://dbpedia.org/ontology/city
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://dbpedia.org/property/president
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://dbpedia.org/property/campus
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://www.w3.org/2000/01/rdf-schema#label
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://dbpedia.org/property/state
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://dbpedia.org/ontology/officialSchoolColour
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://purl.org/dc/terms/subject
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://xmlns.com/foaf/0.1/page
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://dbpedia.org/property/type
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://www.w3.org/2003/01/geo/wgs84_pos#long
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://dbpedia.org/property/wikiPageUsesTemplate
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://dbpedia.org/ontology/type
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://www.w3.org/1999/02/22-rdf-syntax-ns#type
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://dbpedia.org/ontology/thumbnail
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://xmlns.com/foaf/0.1/homepage
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://www.w3.org/2000/01/rdf-schema#comment
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://dbpedia.org/ontology/abstract
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://dbpedia.org/property/name
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://dbpedia.org/ontology/wikiPageExternalLink
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://dbpedia.org/ontology/state
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://dbpedia.org/property/city
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://xmlns.com/foaf/0.1/name
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://dbpedia.org/property/established
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://dbpedia.org/ontology/country
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://dbpedia.org/property/website
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://dbpedia.org/property/country
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://www.georss.org/georss/point
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://dbpedia.org/property/wordnet_type
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://dbpedia.org/property/undergrad
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	SourceProperty	http://www.w3.org/2003/01/geo/wgs84_pos#lat
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	TargetProperty	http://www.w3.org/2003/01/geo/wgs84_pos#geometry
/home/mofeed/Projects/Transfer_Learning/finalSpecs\dbpedia-linkedgeodata-university/spec.xml	TargetProperty	http://www.w3.org/2003/01/geo/wgs84_pos#long
